Exchange Date,Close
2004-11-05,8795.12349000763
2004-11-08,8752.07363010523
2004-11-09,8759.80392156861
2004-11-10,8737.92517948434
2004-11-11,8797.97403075789
2004-11-12,8899.8793279495
2004-11-15,8868.82582122347
2004-11-16,8837.12787832758
2004-11-17,8920.40994736158
2004-11-18,8887.34764837524
2004-11-19,8841.42106338328
2004-11-22,8802.61860923583
2004-11-23,8855.47028177693
2004-11-24,8871.09022556391
2004-11-25,8978.73104021456
2004-11-26,8981.39904911637
2004-11-29,8990.81943629447
2004-11-30,8986.33853679042
2004-12-01,9152.13358070499
2004-12-02,9143.23377723037
2004-12-03,9226.54929166908
2004-12-06,9156.08460479634
2004-12-07,9198.79002451076
2004-12-08,9094.62124434475
2004-12-09,9034.02894194272
2004-12-10,8989.42873010705
2004-12-13,9119.73430881784
2004-12-14,9106.39774786935
2004-12-15,9180.1801801802
2004-12-16,9143.23504991407
2004-12-17,9120.21592652286
2004-12-20,9204.77450484455
2004-12-21,9126.16173691721
2004-12-22,9141.94955796243
2004-12-23,9210.65794536361
2004-12-24,9231.47667147665
2004-12-29,9240.5912690044
2004-12-30,9284.93826209236
2004-12-31,9235.71277840657
2005-01-04,9121.43851857427
2005-01-05,9047.34474125109
2005-01-06,9045.01649917506
2005-01-07,9074.25270596151
2005-01-10,9080.62579725371
2005-01-11,9050.08921025448
2005-01-12,9046.78871321583
2005-01-13,9035.70756315175
2005-01-14,9016.36523463069
2005-01-17,9013.35267425427
2005-01-18,9005.18966547193
2005-01-19,9014.66791393826
2005-01-20,8984.26154652293
2005-01-21,9022.40922666567
2005-01-24,9048.98181749805
2005-01-25,9027.73635550251
2005-01-26,9128.59241402691
2005-01-27,9162.68005814723
2005-01-28,9123.90266004645
2005-01-31,9138.40445967834
2005-02-01,9240.78503757559
2005-02-02,9268.05542463946
2005-02-03,9237.84160204774
2005-02-04,9267.2630433967
2005-02-07,9247.06144504482
2005-02-08,9264.57715133531
2005-02-09,9275.70119514508
2005-02-10,9344.02915342927
2005-02-11,9418.53387108821
2005-02-14,9518.93667635842
2005-02-15,9594.65918142849
2005-02-16,9524.85250598456
2005-02-17,9581.69451707021
2005-02-18,9580.31333472258
2005-02-21,9596.82557742632
2005-02-22,9615.31848228957
2005-02-23,9521.39639639642
2005-02-24,9496.61929864774
2005-02-25,9605.49842682836
2005-02-28,9548.93142681427
2005-03-01,9602.99201106163
2005-03-02,9550.33569884658
2005-03-03,9564.18667632979
2005-03-04,9687.18382734811
2005-03-07,9619.57520091847
2005-03-08,9665.00790803534
2005-03-09,9613.33461612468
2005-03-10,9538.57096172698
2005-03-11,9588.42548932811
2005-03-14,9522.11610235994
2005-03-15,9558.49518274966
2005-03-16,9511.336274151
2005-03-17,9472.17304287582
2005-03-18,9457.69940064548
2005-03-21,9362.31141474523
2005-03-22,9309.26163360738
2005-03-23,9176.67725658755
2005-03-24,9200.59063212592
2005-03-29,9216.71350946222
2005-03-30,9208.45546786921
2005-03-31,9247.92154788
2005-04-01,9243.84875846499
2005-04-04,9180.41208121635
2005-04-05,9293.59229872524
2005-04-06,9301.58491417396
2005-04-07,9305.08347822835
2005-04-08,9394.25070688029
2005-04-11,9402.47291702118
2005-04-12,9357.68204778931
2005-04-13,9396.20425789832
2005-04-14,9298.81729123966
2005-04-15,9260.39793271868
2005-04-18,9187.86402223152
2005-04-19,9312.52397391636
2005-04-20,9254.46694175221
2005-04-21,9198.82047562698
2005-04-22,9288.74075776731
2005-04-25,9300.27337551856
2005-04-26,9235.01496121521
2005-04-27,9123.41892715635
2005-04-28,9132.52116220546
2005-04-29,9160.19000744005
2005-05-03,9195.94044984205
2005-05-04,9283.98935158778
2005-05-05,9330.9985153603
2005-05-06,9297.69015575382
2005-05-09,9260.79740485081
2005-05-10,9208.0667017993
2005-05-11,9127.19035494983
2005-05-12,9118.14031491663
2005-05-13,9030.6412862687
2005-05-16,8972.66414373371
2005-05-17,8981.55482214886
2005-05-18,9104.31727461692
2005-05-19,9112.00264399682
2005-05-20,9083.88145874442
2005-05-23,9131.83997657482
2005-05-24,9103.37645253234
2005-05-25,9105.38461538461
2005-05-26,9090.76349076349
2005-05-27,9096.39521307646
2005-05-31,9021.95525344869
2005-06-01,9074.51875192411
2005-06-02,9084.63870183144
2005-06-03,9072.95560959674
2005-06-06,9085.68666082895
2005-06-07,9220.30384206086
2005-06-08,9123.23596980637
2005-06-09,9121.23529625986
2005-06-10,9108.55197638838
2005-06-13,9124.40831074976
2005-06-14,9117.41007714126
2005-06-15,9146.94948611415
2005-06-16,9192.91532280105
2005-06-17,9294.03474090753
2005-06-20,9252.19358251702
2005-06-21,9295.14403292181
2005-06-22,9285.26166284277
2005-06-23,9284.69246968264
2005-06-24,9260.92664515071
2005-06-27,9224.56332876085
2005-06-28,9233.95069566637
2005-06-29,9232.77373186116
2005-06-30,9158.77337536722
2005-07-01,9125.64759968171
2005-07-04,9115.14522821577
2005-07-05,9116.54458906395
2005-07-06,9170.62392592852
2005-07-07,8997.50566893423
2005-07-08,9095.12055208859
2005-07-11,9214.43762853074
2005-07-12,9277.73727170876
2005-07-13,9253.11766884801
2005-07-14,9234.92643185726
2005-07-15,9160.85814360773
2005-07-18,9117.07931179187
2005-07-19,9050.73863339772
2005-07-20,9065.72565925566
2005-07-21,9144.64098073558
2005-07-22,9120.7739555602
2005-07-25,9204.69429454603
2005-07-26,9131.46053751671
2005-07-27,9180.80337676379
2005-07-28,9252.50610066539
2005-07-29,9277.77289891983
2005-08-01,9352.58347916776
2005-08-02,9437.66940069796
2005-08-03,9479.81297445285
2005-08-04,9462.78461182417
2005-08-05,9452.30938872782
2005-08-08,9536.90352974765
2005-08-09,9586.63092046473
2005-08-10,9652.6296894633
2005-08-11,9711.24884466917
2005-08-12,9697.20826455276
2005-08-15,9684.22578599258
2005-08-16,9637.22454596486
2005-08-17,9558.63177475573
2005-08-18,9457.2931062333
2005-08-19,9535.69184929909
2005-08-22,9575.35603046287
2005-08-23,9544.65073562514
2005-08-24,9497.56044866138
2005-08-25,9475.46244546209
2005-08-26,9408.40051828389
2005-08-30,9387.36872186898
2005-08-31,9551.91690410068
2005-09-01,9776.18567103935
2005-09-02,9811.48235467472
2005-09-05,9845.14367922092
2005-09-06,9871.52093425922
2005-09-07,9853.51745413812
2005-09-08,9802.49247485501
2005-09-09,9856.92740615403
2005-09-12,9776.81981883662
2005-09-13,9726.87184533244
2005-09-14,9752.58521639216
2005-09-15,9722.50817214786
2005-09-16,9776.90597147143
2005-09-19,9785.32295271048
2005-09-20,9740.25320097828
2005-09-21,9716.41574985525
2005-09-22,9646.31394182546
2005-09-23,9612.31555958026
2005-09-26,9699.88259987905
2005-09-27,9623.71252407116
2005-09-28,9715.31878779307
2005-09-29,9649.85027303154
2005-09-30,9661.03458614789
2005-10-03,9653.02756478868
2005-10-04,9662.57496087084
2005-10-05,9563.76643055994
2005-10-06,9558.01665243383
2005-10-07,9438.67492783214
2005-10-10,9438.80507894137
2005-10-11,9394.61186576808
2005-10-12,9364.81724953985
2005-10-13,9247.77377711426
2005-10-14,9328.35820895522
2005-10-17,9272.49925455599
2005-10-18,9217.6615826431
2005-10-19,9121.29127910056
2005-10-20,9157.93860504711
2005-10-21,9093.8544522062
2005-10-24,9212.26273240281
2005-10-25,9247.01557788046
2005-10-26,9279.36738968368
2005-10-27,9237.26094783184
2005-10-28,9239.68524032325
2005-10-31,9409.94920983238
2005-11-01,9431.61442891428
2005-11-02,9515.28872789261
2005-11-03,9616.07775102678
2005-11-04,9492.86751964713
2005-11-07,9524.70653899148
2005-11-08,9517.26241307796
2005-11-09,9482.14192333839
2005-11-10,9438.57572962534
2005-11-11,9517.36268329209
2005-11-14,9504.11787191161
2005-11-15,9436.05044494943
2005-11-16,9316.68439655469
2005-11-17,9384.05747284476
2005-11-18,9439.36142820361
2005-11-21,9442.73838966752
2005-11-22,9496.71233819887
2005-11-23,9533.97907654123
2005-11-24,9493.23020740026
2005-11-25,9468.35790195407
2005-11-28,9478.55053904855
2005-11-29,9440.04332353398
2005-11-30,9381.02404428297
2005-12-01,9492.70672918865
2005-12-02,9582.38862887848
2005-12-05,9594.13249760597
2005-12-06,9645.22420548542
2005-12-07,9594.18328214203
2005-12-08,9693.32819263597
2005-12-09,9683.08178308176
2005-12-12,9766.1719804019
2005-12-13,9743.36110963681
2005-12-14,9786.80823908958
2005-12-15,9700.85439909615
2005-12-16,9802.1193273439
2005-12-19,9758.80353022002
2005-12-20,9726.06149854491
2005-12-21,9738.86216272748
2005-12-22,9725.92837159189
2005-12-23,9703.03639863351
2005-12-28,9650.37329443062
2005-12-29,9719.39804519832
2005-12-30,9670.51048156693
2006-01-03,9913.03892659608
2006-01-04,10047.9665218996
2006-01-05,9983.47542363961
2006-01-06,10144.7433628319
2006-01-09,10113.2108764315
2006-01-10,10042.4198559525
2006-01-11,10108.1796056576
2006-01-12,10091.5873378966
2006-01-13,10138.7029771521
2006-01-16,10151.092876848
2006-01-17,10072.3930717568
2006-01-18,9983.34244064092
2006-01-19,10015.9919776218
2006-01-20,10043.4859591345
2006-01-23,10116.5895240989
2006-01-24,10056.4064117668
2006-01-25,10178.4133894797
2006-01-26,10188.0185152217
2006-01-27,10228.2552980893
2006-01-30,10221.1218787579
2006-01-31,10245.7444727059
2006-02-01,10291.5047983964
2006-02-02,10231.3745037651
2006-02-03,10149.6545890314
2006-02-06,10086.0722335797
2006-02-07,10017.763134958
2006-02-08,9968.46705669314
2006-02-09,10112.3742209533
2006-02-10,10052.6866530634
2006-02-13,10091.6406835165
2006-02-14,10056.5828081324
2006-02-15,10078.9404987731
2006-02-16,10138.7695465377
2006-02-17,10181.0630072098
2006-02-20,10225.0824046461
2006-02-21,10226.3617318436
2006-02-22,10234.924010039
2006-02-23,10224.6750061319
2006-02-24,10224.8761253402
2006-02-27,10218.7092398393
2006-02-28,10157.21075431
2006-03-01,10219.5855556527
2006-03-02,10235.6326881569
2006-03-03,10278.4035087719
2006-03-06,10318.8116733151
2006-03-07,10168.3390042358
2006-03-08,10100.5021632987
2006-03-09,10168.2410140649
2006-03-10,10199.8756927539
2006-03-13,10312.7696065693
2006-03-14,10391.5025146689
2006-03-15,10423.3242468722
2006-03-16,10531.286791193
2006-03-17,10538.0372731903
2006-03-20,10524.5472589626
2006-03-21,10465.4311067636
2006-03-22,10496.3133801587
2006-03-23,10393.2748030677
2006-03-24,10517.6156955674
2006-03-27,10429.7514887969
2006-03-28,10348.2975644624
2006-03-29,10336.1778887848
2006-03-30,10507.3539686976
2006-03-31,10366.4946034726
2006-04-03,10480.4718080757
2006-04-04,10535.8377344586
2006-04-05,10601.9926678244
2006-04-06,10595.064930513
2006-04-07,10505.4042746069
2006-04-10,10575.9160478332
2006-04-11,10522.202207104
2006-04-12,10501.995099755
2006-04-13,10566.534060041
2006-04-18,10775.386864437
2006-04-19,10915.9138165914
2006-04-20,10814.6639873384
2006-04-21,10925.5683032851
2006-04-24,10905.1586946804
2006-04-25,10879.8441298441
2006-04-26,10890.1059692439
2006-04-27,10916.6126242974
2006-04-28,10993.940057679
2006-05-02,11191.5907627197
2006-05-03,11076.5402974622
2006-05-04,11180.8752986498
2006-05-05,11325.2523750209
2006-05-08,11271.4808553328
2006-05-09,11399.2009260297
2006-05-10,11341.3561028356
2006-05-11,11370.450525048
2006-05-12,11193.3621114014
2006-05-15,10977.561030614
2006-05-16,11037.6090322093
2006-05-17,10681.8678009486
2006-05-18,10748.7728607979
2006-05-19,10622.7725932741
2006-05-22,10438.503480935
2006-05-23,10673.6650188899
2006-05-24,10433.3520074696
2006-05-25,10634.9860452919
2006-05-26,10766.5421012512
2006-05-30,10651.3266998341
2006-05-31,10700.7104131613
2006-06-01,10724.8325903266
2006-06-02,10847.7823149734
2006-06-05,10789.4953656025
2006-06-06,10542.9543679571
2006-06-07,10587.3981854278
2006-06-08,10258.616556328
2006-06-09,10411.856761484
2006-06-12,10350.7292280495
2006-06-13,10117.551095225
2006-06-14,10148.5754303196
2006-06-15,10390.6804733728
2006-06-16,10356.9987972986
2006-06-19,10358.8341434674
2006-06-20,10421.774847123
2006-06-21,10453.6278417479
2006-06-22,10393.2711647468
2006-06-23,10348.9691283953
2006-06-26,10362.4988600091
2006-06-27,10298.3510977499
2006-06-28,10328.2588530583
2006-06-29,10583.2648063885
2006-06-30,10777.2830565152
2006-07-03,10839.7008436797
2006-07-04,10853.4191739379
2006-07-05,10684.2944897772
2006-07-06,10814.7366101757
2006-07-07,10895.6113084666
2006-07-10,10858.0529930583
2006-07-11,10812.0131428361
2006-07-12,10750.5594893055
2006-07-13,10627.7444925799
2006-07-14,10494.0704921951
2006-07-17,10367.850582865
2006-07-18,10374.6918652424
2006-07-19,10640.0265173836
2006-07-20,10664.1042224892
2006-07-21,10633.6611574857
2006-07-24,10800.2628850711
2006-07-25,10761.9415475731
2006-07-26,10897.2409701105
2006-07-27,11013.9869232484
2006-07-28,11138.5108683494
2006-07-31,11070.0240882864
2006-08-01,11034.2990093065
2006-08-02,11133.4221688375
2006-08-03,11019.2892059717
2006-08-04,11233.9532665713
2006-08-07,11109.6710250448
2006-08-08,11097.5070097469
2006-08-09,11160.6741573034
2006-08-10,11025.9964025371
2006-08-11,11000.0567000567
2006-08-14,11084.8516889149
2006-08-15,11169.3811074919
2006-08-16,11179.8722105303
2006-08-17,11124.6818378929
2006-08-18,11114.2991621952
2006-08-21,11201.1967657028
2006-08-22,11147.7837164063
2006-08-23,11093.0980956347
2006-08-24,11077.3078157145
2006-08-25,11090.0052822215
2006-08-29,11179.5709132334
2006-08-30,11296.5630239293
2006-08-31,11246.5581262496
2006-09-01,11344.4633016151
2006-09-04,11414.2119010849
2006-09-05,11329.8166527767
2006-09-06,11170.6512933552
2006-09-07,10986.9277368293
2006-09-08,10968.3780455953
2006-09-11,10912.7653224904
2006-09-12,11047.4655673194
2006-09-13,11056.5573924302
2006-09-14,11092.0243083079
2006-09-15,11047.6342650901
2006-09-18,11074.8129206934
2006-09-19,10970.6723353023
2006-09-20,11071.9098578789
2006-09-21,11212.6449895418
2006-09-22,11059.5118244847
2006-09-25,11016.7008663931
2006-09-26,11126.2549725327
2006-09-27,11202.6825351847
2006-09-28,11205.1565930457
2006-09-29,11159.2219559682
2006-10-02,11241.8250089628
2006-10-03,11206.2853907135
2006-10-04,11255.2111825847
2006-10-05,11281.8142532364
2006-10-06,11221.582303334
2006-10-09,11262.1475256769
2006-10-10,11261.1541742387
2006-10-11,11258.4992399807
2006-10-12,11380.170666865
2006-10-13,11426.7606940707
2006-10-16,11487.3259882379
2006-10-17,11425.0285222661
2006-10-18,11487.6818767627
2006-10-19,11557.9024445196
2006-10-20,11595.188757441
2006-10-23,11550.3043926197
2006-10-24,11580.5533182236
2006-10-25,11669.6398392609
2006-10-26,11693.741728115
2006-10-27,11698.2436153043
2006-10-30,11654.3151166993
2006-10-31,11690.9607644916
2006-11-01,11734.7962980632
2006-11-02,11734.1475050091
2006-11-03,11686.9047845344
2006-11-06,11807.9104619179
2006-11-07,11897.3362295644
2006-11-08,11884.6959768363
2006-11-09,11868.6766722535
2006-11-10,11865.5467003039
2006-11-13,11773.9930430155
2006-11-14,11729.3203147218
2006-11-15,11766.7535509217
2006-11-16,11812.9709720674
2006-11-17,11736.9069507364
2006-11-20,11766.3613434223
2006-11-21,11779.959737152
2006-11-22,11795.6534226903
2006-11-23,11759.9547987972
2006-11-24,11825.2882888103
2006-11-27,11721.3267203968
2006-11-28,11766.1381653454
2006-11-29,11837.0459718682
2006-11-30,11886.5940889798
2006-12-01,11918.4133958791
2006-12-04,11975.1212271153
2006-12-05,12012.8291161726
2006-12-06,11977.325021141
2006-12-07,12042.8172997604
2006-12-08,12018.8318030865
2006-12-11,12053.4009079524
2006-12-12,12132.5108882013
2006-12-13,12182.4477189117
2006-12-14,12215.5185940687
2006-12-15,12218.9647095565
2006-12-18,12168.7378262564
2006-12-19,12211.2981005807
2006-12-20,12179.6514255398
2006-12-21,12124.4264930787
2006-12-22,12129.3476769933
2006-12-27,12220.1698430713
2006-12-28,12246.5218500422
2006-12-29,12185.2424978454
2007-01-02,12453.2430885806
2007-01-03,12325.2062649944
2007-01-04,12214.330121231
2007-01-05,12004.2457928053
2007-01-08,12000.4649721017
2007-01-09,12016.1737612722
2007-01-10,11899.866720751
2007-01-11,12123.1173380035
2007-01-12,12219.6956342911
2007-01-15,12309.0498182176
2007-01-16,12189.4807028554
2007-01-17,12220.2395020878
2007-01-18,12259.6928300695
2007-01-19,12310.405400071
2007-01-22,12287.6874740648
2007-01-23,12341.9211637171
2007-01-24,12426.7750314862
2007-01-25,12311.0124891996
2007-01-26,12205.6206639752
2007-01-29,12226.4284034799
2007-01-30,12251.1481844946
2007-01-31,12181.0737569712
2007-02-01,12359.0525466743
2007-02-02,12411.5877042893
2007-02-05,12381.2416712393
2007-02-06,12505.9315019903
2007-02-07,12547.9600480684
2007-02-08,12424.8991738126
2007-02-09,12447.2786130775
2007-02-12,12376.4682964839
2007-02-13,12424.5775251149
2007-02-14,12600.9851250049
2007-02-15,12562.3791763488
2007-02-16,12520.0491477162
2007-02-19,12574.2717215274
2007-02-20,12538.0403965352
2007-02-21,12423.6744904141
2007-02-22,12481.0562347188
2007-02-23,12567.4656929147
2007-02-26,12632.6638789092
2007-02-27,12327.0973055653
2007-02-28,12119.4572090649
2007-03-01,11978.8471708091
2007-03-02,11884.5017876574
2007-03-05,11642.9655821819
2007-03-06,11851.6072980017
2007-03-07,11895.6795610001
2007-03-08,12007.0372298378
2007-03-09,12062.0171508035
2007-03-12,12047.7791951757
2007-03-13,11880.5800343238
2007-03-14,11612.6291752138
2007-03-15,11878.2585118333
2007-03-16,11900.1494652251
2007-03-19,12032.6606788755
2007-03-20,12198.5017257609
2007-03-21,12312.1138179385
2007-03-22,12412.3887546414
2007-03-23,12437.2290125757
2007-03-26,12392.5391948318
2007-03-27,12363.6238604213
2007-03-28,12291.2981231246
2007-03-29,12411.3040918458
2007-03-30,12413.4721347607
2007-04-02,12489.6768579678
2007-04-03,12570.5625654088
2007-04-04,12576.7186357618
2007-04-05,12603.3609803187
2007-04-10,12657.0752391283
2007-04-11,12664.145652732
2007-04-12,12700.6532066509
2007-04-13,12838.3296581044
2007-04-16,12966.0538045208
2007-04-17,13046.1791751998
2007-04-18,12951.5623744879
2007-04-19,12896.6159391269
2007-04-20,12988.3066696033
2007-04-23,12954.2383046781
2007-04-24,12871.1789081737
2007-04-25,12934.7652027703
2007-04-26,12879.7706504211
2007-04-27,12823.2344421137
2007-04-30,12890.6855886468
2007-05-01,12832.0340609259
2007-05-02,12898.2177666388
2007-05-03,12997.0378911376
2007-05-04,13152.6051625239
2007-05-08,13028.1628512898
2007-05-09,13061.8431286521
2007-05-10,12919.0495049505
2007-05-11,13003.9017627253
2007-05-14,12973.9946168461
2007-05-15,13044.6827524576
2007-05-16,12970.0043500613
2007-05-17,12991.9432870599
2007-05-18,13111.1330477187
2007-05-21,13079.2227499359
2007-05-22,13046.743552273
2007-05-23,13141.5973146364
2007-05-24,13025.911156082
2007-05-25,13032.1512158356
2007-05-29,13086.8032169882
2007-05-30,13043.7222167342
2007-05-31,13113.8596213262
2007-06-01,13232.376082605
2007-06-04,13271.6826319878
2007-06-05,13219.068877551
2007-06-06,12994.4417881903
2007-06-07,12865.8847728486
2007-06-08,12813.6584789332
2007-06-11,12931.4982180479
2007-06-12,12872.0191092862
2007-06-13,12940.7958334156
2007-06-14,13097.6128574805
2007-06-15,13301.1952978366
2007-06-18,13293.7373577123
2007-06-19,13220.1017811705
2007-06-20,13251.8534757653
2007-06-21,13145.7071109694
2007-06-22,13128.6608160246
2007-06-25,13161.5525989852
2007-06-26,13109.9074610757
2007-06-27,13053.0515117581
2007-06-28,13160.1946608455
2007-06-29,13276.6068594161
2007-07-02,13293.02728978
2007-07-03,13388.6032302946
2007-07-04,13457.5686685758
2007-07-05,13345.461493594
2007-07-06,13449.099388871
2007-07-09,13525.4281684465
2007-07-10,13438.168774319
2007-07-11,13443.2002926354
2007-07-12,13597.7342861783
2007-07-13,13663.255965337
2007-07-16,13635.9990227615
2007-07-17,13628.4843027302
2007-07-18,13479.4638642008
2007-07-19,13607.0286885246
2007-07-20,13537.8780091689
2007-07-23,13638.2689615416
2007-07-24,13399.6783438834
2007-07-25,13254.5641236267
2007-07-26,12796.2007696717
2007-07-27,12580.8671713696
2007-07-30,12559.9449526431
2007-07-31,12901.3550245446
2007-08-01,12696.6686979484
2007-08-02,12833.0549557991
2007-08-03,12693.7431170208
2007-08-06,12570.0184820359
2007-08-07,12753.8915618809
2007-08-08,13021.8936477872
2007-08-09,12687.3090695745
2007-08-10,12219.1553513973
2007-08-13,12513.3503692227
2007-08-14,12265.4328382047
2007-08-15,12136.8575799114
2007-08-16,11618.8672510213
2007-08-17,12009.1094520466
2007-08-20,12080.7679313155
2007-08-21,12057.1745547477
2007-08-22,12346.7309646693
2007-08-23,12425.3002626672
2007-08-24,12530.9037431
2007-08-28,12214.2313851081
2007-08-29,12371.8274623734
2007-08-30,12509.0616190092
2007-08-31,12710.0598874841
2007-09-03,12742.8317762667
2007-09-04,12835.3125880601
2007-09-05,12663.6710624634
2007-09-06,12773.7738750405
2007-09-07,12566.4325728668
2007-09-10,12433.8792719018
2007-09-11,12763.5343846529
